0.08	0.18	1.0	3
0.36	0.418799519616	0.0	2
0.08	0.369944203934	1.0	3
0.28	0.571428571429	0.0	2
0.16	0.357774721062	0.0	2
0.18	0.398476175109	0.0	2
0.3	0.296499756098	1.0	3
0.22	0.239428104193	0.0	2
0.08	0.318665181884	1.0	3
0.4	0.309911124879	0.0	1
0.18	0.248792257986	1.0	3
0.2	0.379795897113	1.0	3
0.24	0.278236579375	0.0	2
0.12	0.449979789722	1.0	3
0.32	0.590940181927	0.0	2
0.18	0.259499687109	1.0	3
0.26	0.409663858219	0.0	2
0.4	0.289077176406	0.0	1
0.22	0.2	1.0	3
0.12	0.48	1.0	3
0.2	0.449979789732	0.0	2
0.38	0.257982300489	0.0	1
0.18	0.269883232812	0.0	2
0.06	0.369495981807	0.0	2
0.12	0.409962778641	1.0	3
0.14	0.418799519616	1.0	3
0.24	0.398476175109	0.0	2
0.36	0.449817511496	0.0	2
0.16	0.359020391833	0.0	2
0.1	0.449979789725	0.0	2
0.22	0.337386354243	0.0	2
0.18	0.318665181884	1.0	3
0.2	0.329923072371	0.0	2
0.22	0.5400645168	1.0	3
0.14	0.5	0.0	2
0.24	0.318665181865	0.0	2
0.18	0.409663858219	1.0	3
0.16	0.369944204272	1.0	3
0.2	0.429741995661	0.0	2
0.14	0.319668417171	0.0	2
0.16	0.309911124879	0.0	2
0.3	0.365307276377	0.0	2
0.1	0.329923072314	1.0	3
0.36	0.448307672504	1.0	3
0.28	0.37813613414	0.0	2
0.12	0.397257053186	1.0	3
0.28	0.309911124879	0.0	2
0.16	0.219345092915	1.0	3
0.22	0.257982300489	0.0	2
0.18	0.307748518723	1.0	3
0.24	0.489491158161	0.0	2
0.14	0.289077176406	0.0	2
0.28	0.259499687109	0.0	1
0.18	0.27598206242	1.0	3
0.38	0.367204135884	0.0	1
0.2	0.479967897182	1.0	3
0.26	0.469695852493	0.0	2
0.24	0.489898948658	0.0	2
0.3	0.389953741651	0.0	2
0.22	0.348331477355	1.0	3
0.26	0.379179141637	1.0	3
0.32	0.287411963788	0.0	1
0.18	0.387684163344	1.0	3
0.22	0.338850037764	1.0	3
0.16	0.305527267855	0.0	2
0.22	0.405252268556	1.0	3
0.16	0.479870966399	1.0	3
0.26	0.439110183252	0.0	2
0.18	0.429971428338	0.0	2
0.3	0.329923072371	1.0	3
0.5	0.409962778641	0.0	1
0.16	0.279562414882	1.0	3
0.28	0.359775250156	0.0	2
0.26	0.337386354234	1.0	3
0.12	0.355989949685	0.0	2
0.24	0.355989949685	0.0	2
0.12	0.489995996787	1.0	3
0.32	0.35777472107	1.0	3
0.22	0.339714227381	0.0	2
0.26	0.267034829319	0.0	2
0.28	0.24322857029	1.0	3
0.32	0.338850037655	0.0	2
0.14	0.429741995661	1.0	3
0.26	0.379795897113	1.0	3
0.08	0.429278497776	0.0	2
0.46	0.349934034069	1.0	3
0.14	0.418799519616	1.0	3
0.12	0.449817511496	0.0	2
0.22	0.369495981783	1.0	3
0.26	0.439999999991	0.0	2
0.44	0.339714227381	0.0	1
0.12	0.399328670015	0.0	2
0.18	0.302469511325	0.0	2
0.18	0.248792257984	0.0	2
